RequestorODS,Month,RegistrationCount,RequestCount,IntegratedCount,SuppressedCount,SuccessRate
H85025,06,113,62,53,6,"0.9516129032258065"
H85025,07,133,71,62,5,"0.9436619718309859"
H85025,08,117,66,61,3,"0.9696969696969697"
H85026,05,207,79,76,0,"0.9620253164556962"
H85026,06,185,66,64,2,1
H85026,07,135,61,56,2,"0.9508196721311475"
H85026,08,148,95,92,2,"0.9894736842105263"
H85028,05,76,39,36,0,"0.9230769230769231"
H85028,06,78,50,47,2,"0.98"
H85028,07,73,48,42,5,"0.9791666666666666"
H85028,08,116,74,73,1,1
H85029,05,97,46,45,1,1
H85029,06,63,27,26,0,"0.9629629629629629"
H85029,07,83,48,44,2,"0.9583333333333334"
H85029,08,113,58,56,1,"0.9827586206896551"
H85030,05,120,69,63,4,"0.9710144927536232"
H85030,06,97,39,35,3,"0.9743589743589743"
H85030,07,114,53,48,4,"0.9811320754716981"
H85030,08,85,46,46,0,1
H85031,05,86,31,26,0,"0.8387096774193549"
H85031,06,110,63,50,5,"0.873015873015873"
H85031,07,111,70,53,7,"0.8571428571428571"
H85031,08,97,46,36,0,"0.782608695652174"
H85032,05,27,18,17,1,1
H85032,06,26,10,9,1,1
H85032,07,21,15,14,1,1
H85032,08,16,7,6,1,1
H85033,05,48,15,10,3,"0.8666666666666667"
H85033,06,69,31,23,8,1
H85033,07,65,27,23,4,1
H85033,08,66,40,36,2,"0.95"
H85035,05,52,19,17,1,"0.9473684210526315"
H85035,06,49,16,12,3,"0.9375"
H85035,07,39,14,5,1,"0.42857142857142855"
H85035,08,29,14,0,0,0
H85037,05,116,50,49,1,1
H85037,06,156,72,67,2,"0.9583333333333334"
H85037,07,129,50,48,2,1
H85037,08,119,64,58,5,"0.984375"
H85038,05,100,69,64,4,"0.9855072463768116"
H85038,06,96,53,47,5,"0.9811320754716981"
H85038,07,113,53,43,8,"0.9622641509433962"
H85038,08,129,76,60,14,"0.9736842105263158"
H85041,05,145,103,103,0,1
H85041,06,141,77,77,0,1
H85041,07,139,89,85,3,"0.9887640449438202"
H85041,08,204,113,109,2,"0.9823008849557522"
H85045,05,116,59,52,4,"0.9491525423728814"
H85045,06,103,41,38,2,"0.975609756097561"
H85045,07,156,58,56,2,1
H85045,08,150,69,66,1,"0.9710144927536232"
H85047,05,102,56,52,1,"0.9464285714285714"
H85047,06,73,32,30,1,"0.96875"
H85047,07,92,47,44,1,"0.9574468085106383"
H85047,08,84,42,40,0,"0.9523809523809523"
H85048,05,155,91,72,18,"0.989010989010989"
H85048,06,91,40,32,8,1
H85048,07,207,112,91,18,"0.9732142857142857"
H85048,08,119,66,57,8,"0.9848484848484849"
H85049,05,72,39,38,0,"0.9743589743589743"
H85049,06,49,30,26,4,1
H85049,07,47,36,32,4,1
H85049,08,73,40,38,1,"0.975"
H85051,05,179,109,96,9,"0.963302752293578"
H85051,06,143,88,76,9,"0.9659090909090909"
H85051,07,128,72,62,7,"0.9583333333333334"
H85051,08,212,121,109,8,"0.9669421487603306"
H85052,05,69,44,41,2,"0.9772727272727273"
H85052,06,58,35,33,0,"0.9428571428571428"
H85052,07,80,41,34,3,"0.9024390243902439"
H85052,08,45,20,19,1,1
H85053,05,30,13,12,0,"0.9230769230769231"
H85053,06,32,20,18,0,"0.9"
H85053,07,55,30,24,1,"0.8333333333333334"
H85053,08,52,33,32,0,"0.9696969696969697"
H85055,05,34,28,21,5,"0.9285714285714286"
H85055,06,34,17,8,9,1
H85055,07,56,36,24,11,"0.9722222222222222"
H85055,08,39,28,23,4,"0.9642857142857143"
H85057,05,67,37,36,1,1
H85057,06,71,39,38,1,1
H85057,07,50,22,20,1,"0.9545454545454546"
H85057,08,56,33,30,2,"0.9696969696969697"
H85061,05,208,132,129,1,"0.9848484848484849"
H85061,06,217,142,131,7,"0.971830985915493"
H85061,07,274,154,139,11,"0.974025974025974"
H85061,08,255,165,151,11,"0.9818181818181818"
H85063,05,64,,0,0,
H85063,06,65,,0,0,
H85063,07,61,,0,0,
H85063,08,88,,0,0,
H85065,05,28,14,12,1,"0.9285714285714286"
H85065,06,41,24,21,3,1
H85065,07,21,6,4,2,1
H85065,08,17,9,9,0,1
H85066,05,198,135,124,7,"0.9703703703703703"
H85066,06,216,135,123,8,"0.9703703703703703"
H85066,07,231,153,141,10,"0.9869281045751634"
H85066,08,230,150,138,11,"0.9933333333333333"
H85067,05,28,7,7,0,1
H85067,06,14,3,3,0,1
H85067,07,30,2,2,0,1
H85067,08,12,1,1,0,1
H85069,05,166,94,88,5,"0.9893617021276596"
H85069,06,97,58,52,6,1
H85069,07,159,89,81,6,"0.9775280898876404"
H85069,08,149,78,71,6,"0.9871794871794872"
H85070,05,29,12,12,0,1
H85070,06,39,18,18,0,1
H85070,07,45,19,19,0,1
H85070,08,59,31,24,4,"0.9032258064516129"
H85075,05,94,64,62,2,1
H85075,06,42,24,23,0,"0.9583333333333334"
H85075,07,78,42,41,0,"0.9761904761904762"
H85075,08,90,47,45,1,"0.9787234042553191"
H85076,05,56,17,16,1,1
H85076,06,78,45,43,1,"0.9777777777777777"
H85076,07,79,41,38,2,"0.975609756097561"
H85076,08,45,29,26,2,"0.9655172413793104"
H85077,05,54,32,30,1,"0.96875"
H85077,06,45,24,22,2,1
H85077,07,46,30,29,1,1
H85077,08,77,50,48,1,"0.98"
H85082,05,32,20,0,0,0
H85082,06,56,24,0,0,0
H85082,07,39,26,0,0,0
H85082,08,42,20,0,0,0
H85087,05,72,31,26,2,"0.9032258064516129"
H85087,06,64,35,30,3,"0.9428571428571428"
H85087,07,75,24,20,3,"0.9583333333333334"
H85087,08,87,31,28,2,"0.967741935483871"
H85088,05,8,3,3,0,1
H85088,06,12,4,1,2,"0.75"
H85088,07,13,7,6,0,"0.8571428571428571"
H85088,08,5,,0,0,
H85090,05,117,65,63,1,"0.9846153846153847"
H85090,06,121,40,34,6,1
H85090,07,143,48,43,4,"0.9791666666666666"
H85090,08,99,42,40,2,1
H85092,05,49,22,19,1,"0.9090909090909091"
H85092,06,29,17,17,0,1
H85092,07,39,22,22,0,1
H85092,08,52,28,28,0,1
H85095,05,98,40,37,3,1
H85095,06,114,63,55,5,"0.9523809523809523"
H85095,07,154,83,74,7,"0.9759036144578314"
H85095,08,175,84,81,3,1
H85100,05,70,36,33,2,"0.9722222222222222"
H85100,06,35,20,15,5,1
H85100,07,114,47,44,1,"0.9574468085106383"
H85100,08,64,29,26,3,1
H85101,05,52,30,27,3,1
H85101,06,38,14,14,0,1
H85101,07,65,29,28,0,"0.9655172413793104"
H85101,08,64,36,36,0,1
H85103,05,62,42,40,2,1
H85103,06,52,35,33,1,"0.9714285714285714"
H85103,07,87,54,49,5,1
H85103,08,72,49,46,3,1
H85105,05,90,62,58,3,"0.9838709677419355"
H85105,06,86,47,42,5,1
H85105,07,119,52,42,9,"0.9807692307692307"
H85105,08,91,50,47,3,1
H85110,05,36,16,16,0,1
H85110,06,63,16,15,1,1
H85110,07,40,17,14,3,1
H85110,08,45,17,17,0,1
H85111,05,131,63,60,2,"0.9841269841269841"
H85111,06,114,52,48,0,"0.9230769230769231"
H85111,07,159,90,85,2,"0.9666666666666667"
H85111,08,125,68,61,7,1
H85112,05,47,30,30,0,1
H85112,06,43,20,18,2,1
H85112,07,70,37,34,1,"0.9459459459459459"
H85112,08,61,36,28,7,"0.9722222222222222"
H85113,05,24,13,13,0,1
H85113,06,22,16,12,1,"0.8125"
H85113,07,8,8,5,3,1
H85113,08,32,15,13,1,"0.9333333333333333"
H85114,05,103,57,47,9,"0.9824561403508771"
H85114,06,121,82,68,11,"0.9634146341463414"
H85114,07,153,96,62,31,"0.96875"
H85114,08,127,76,65,11,1
H85115,05,74,41,35,1,"0.8780487804878049"
H85115,06,56,32,31,0,"0.96875"
H85115,07,81,44,40,4,1
H85115,08,57,27,26,1,1
H85116,05,68,49,45,4,1
H85116,06,66,39,33,6,1
H85116,07,77,46,41,5,1
H85116,08,73,45,41,2,"0.9555555555555556"
H85618,05,43,19,18,1,1
H85618,06,84,45,40,1,"0.9111111111111111"
H85618,07,84,44,40,3,"0.9772727272727273"
H85618,08,52,35,31,4,1
H85634,05,105,58,56,2,1
H85634,06,77,42,42,0,1
H85634,07,104,51,50,0,"0.9803921568627451"
H85634,08,67,37,36,0,"0.972972972972973"
H85637,05,2,,0,0,
H85637,06,2,2,2,0,1
H85637,07,4,2,1,1,1
H85637,08,6,1,1,0,1
H85649,05,91,46,41,5,1
H85649,06,79,48,46,1,"0.9791666666666666"
H85649,07,113,49,46,2,"0.9795918367346939"
H85649,08,118,55,52,1,"0.9636363636363636"
H85653,05,110,70,64,5,"0.9857142857142858"
H85653,06,114,74,66,5,"0.9594594594594594"
H85653,07,123,78,65,10,"0.9615384615384616"
H85653,08,120,84,69,13,"0.9761904761904762"
H85656,05,65,35,32,2,"0.9714285714285714"
H85656,06,57,30,29,1,1
H85656,07,57,30,28,2,1
H85656,08,59,34,30,1,"0.9117647058823529"
H85659,05,116,70,69,0,"0.9857142857142858"
H85659,06,128,88,84,2,"0.9772727272727273"
H85659,07,165,96,87,7,"0.9791666666666666"
H85659,08,142,102,100,2,1
H85664,05,47,37,35,0,"0.9459459459459459"
H85664,06,52,35,32,1,"0.9428571428571428"
H85664,07,44,32,31,0,"0.96875"
H85664,08,54,34,32,0,"0.9411764705882353"
H85665,05,18,8,8,0,1
H85665,06,19,13,13,0,1
H85665,07,12,7,6,1,1
H85665,08,21,16,14,2,1
H85680,05,102,28,27,1,1
H85680,06,65,24,22,2,1
H85680,07,65,16,16,0,1
H85680,08,135,60,52,7,"0.9833333333333333"
H85682,05,106,61,50,9,"0.9672131147540983"
H85682,06,90,53,48,4,"0.9811320754716981"
H85682,07,135,88,78,7,"0.9659090909090909"
H85682,08,131,77,71,6,1
H85683,05,28,23,19,1,"0.8695652173913043"
H85683,06,40,26,21,5,1
H85683,07,35,20,17,1,"0.9"
H85683,08,44,17,16,1,1
H85686,05,97,66,63,2,"0.9848484848484849"
H85686,06,96,58,52,4,"0.9655172413793104"
H85686,07,90,46,40,6,1
H85686,08,106,49,41,5,"0.9387755102040817"
H85691,05,9,7,6,0,"0.8571428571428571"
H85691,06,4,3,1,0,"0.3333333333333333"
H85691,07,3,3,1,0,"0.3333333333333333"
H85691,08,5,5,3,1,"0.8"
H85693,05,66,40,38,2,1
H85693,06,66,31,28,2,"0.967741935483871"
H85693,07,71,31,26,4,"0.967741935483871"
H85693,08,60,30,29,1,1
H85695,05,22,17,16,1,1
H85695,06,31,20,17,1,"0.9"
H85695,07,27,14,14,0,1
H85695,08,37,22,21,1,1
J81002,05,53,12,10,0,"0.8333333333333334"
J81002,06,50,4,4,0,1
J81002,07,76,12,12,0,1
J81002,08,91,21,13,0,"0.6190476190476191"
J81003,05,72,11,11,0,1
J81003,06,68,12,7,0,"0.5833333333333334"
J81003,07,60,15,11,0,"0.7333333333333333"
J81003,08,45,13,13,0,1
J81004,05,88,15,5,0,"0.3333333333333333"
J81004,06,75,13,3,0,"0.23076923076923078"
J81004,07,77,22,9,0,"0.4090909090909091"
J81004,08,69,14,0,0,0
J81005,05,109,42,21,0,"0.5"
J81005,06,83,24,12,0,"0.5"
J81005,07,93,31,18,0,"0.5806451612903226"
J81005,08,82,30,16,0,"0.5333333333333333"
J81006,05,221,31,27,0,"0.8709677419354839"
J81006,06,353,26,19,0,"0.7307692307692307"
J81006,07,253,42,35,0,"0.8333333333333334"
J81006,08,267,44,42,0,"0.9545454545454546"
J81009,05,73,18,14,0,"0.7777777777777778"
J81009,06,68,15,9,0,"0.6"
J81009,07,84,16,16,0,1
J81009,08,64,13,12,0,"0.9230769230769231"
J81010,05,44,17,14,0,"0.8235294117647058"
J81010,06,51,17,17,0,1
J81010,07,75,25,20,0,"0.8"
J81010,08,52,11,8,0,"0.7272727272727273"
J81011,05,53,10,10,0,1
J81011,06,47,6,6,0,1
J81011,07,60,12,10,0,"0.8333333333333334"
J81011,08,54,7,7,0,1
J81012,05,105,5,2,0,"0.4"
J81012,06,95,5,1,0,"0.2"
J81012,07,112,27,15,0,"0.5555555555555556"
J81012,08,83,11,10,0,"0.9090909090909091"
J81013,05,97,2,1,0,"0.5"
J81013,06,95,18,12,0,"0.6666666666666666"
J81013,07,82,5,2,0,"0.4"
J81013,08,71,9,5,0,"0.5555555555555556"
J81014,05,283,43,30,0,"0.6976744186046512"
J81014,06,215,36,22,0,"0.6111111111111112"
J81014,07,275,65,52,0,"0.8"
J81014,08,183,34,32,0,"0.9411764705882353"
J81016,05,50,16,14,0,"0.875"
J81016,06,50,13,13,0,1
J81016,07,50,14,11,0,"0.7857142857142857"
J81016,08,74,23,20,0,"0.8695652173913043"
J81017,05,31,7,7,0,1
J81017,06,31,6,5,0,"0.8333333333333334"
J81017,07,92,48,44,0,"0.9166666666666666"
J81017,08,77,47,47,0,1
J81018,05,60,11,5,0,"0.45454545454545453"
J81018,06,57,10,7,0,"0.7"
J81018,07,73,15,8,0,"0.5333333333333333"
J81018,08,62,9,6,0,"0.6666666666666666"
J81019,05,99,17,10,0,"0.5882352941176471"
J81019,06,75,8,7,0,"0.875"
J81019,07,76,10,7,0,"0.7"
J81019,08,81,9,6,0,"0.6666666666666666"
J81020,05,39,8,7,0,"0.875"
J81020,06,19,,0,0,
J81020,07,20,3,2,0,"0.6666666666666666"
J81020,08,17,1,0,0,0
J81021,05,314,50,43,0,"0.86"
J81021,06,243,38,37,0,"0.9736842105263158"
J81021,07,302,44,33,0,"0.75"
J81021,08,351,42,36,0,"0.8571428571428571"
J81022,05,21,4,1,0,"0.25"
J81022,06,34,9,9,0,1
J81022,07,31,8,7,0,"0.875"
J81022,08,34,6,6,0,1
J81025,05,45,10,9,0,"0.9"
J81025,06,35,8,7,0,"0.875"
J81025,07,46,8,8,0,1
J81025,08,28,10,10,0,1
J81027,05,122,15,9,0,"0.6"
J81027,06,142,33,18,0,"0.5454545454545454"
J81027,07,120,30,17,0,"0.5666666666666667"
J81027,08,103,27,19,0,"0.7037037037037037"
J81028,05,142,33,28,0,"0.8484848484848485"
J81028,06,149,32,28,0,"0.875"
J81028,07,140,39,35,0,"0.8974358974358975"
J81028,08,149,41,33,0,"0.8048780487804879"
J81029,05,33,9,6,0,"0.6666666666666666"
J81029,06,37,12,6,0,"0.5"
J81029,07,40,7,7,0,1
J81029,08,40,12,2,0,"0.16666666666666666"
J81030,05,33,24,18,4,"0.9166666666666666"
J81030,06,67,13,10,0,"0.7692307692307693"
J81030,07,55,9,8,0,"0.8888888888888888"
J81030,08,39,15,14,0,"0.9333333333333333"
J81031,05,74,25,16,0,"0.64"
J81031,06,59,12,11,0,"0.9166666666666666"
J81031,07,55,12,2,0,"0.16666666666666666"
J81031,08,59,20,20,0,1
J81032,05,26,6,5,0,"0.8333333333333334"
J81032,06,6,1,1,0,1
J81033,05,203,55,47,0,"0.8545454545454545"
J81033,06,89,12,10,0,"0.8333333333333334"
J81033,07,135,19,16,0,"0.8421052631578947"
J81033,08,122,16,13,0,"0.8125"
J81034,05,96,21,18,0,"0.8571428571428571"
J81034,06,66,16,8,0,"0.5"
J81034,07,93,24,16,0,"0.6666666666666666"
J81034,08,89,15,12,0,"0.8"
J81035,05,39,10,9,0,"0.9"
J81035,06,23,5,2,0,"0.4"
J81035,07,29,9,9,0,1
J81035,08,108,34,15,0,"0.4411764705882353"
J81036,05,77,6,4,0,"0.6666666666666666"
J81036,06,64,7,6,0,"0.8571428571428571"
J81036,07,74,6,3,0,"0.5"
J81036,08,68,4,4,0,1
J81039,05,108,15,14,0,"0.9333333333333333"
J81039,06,73,7,6,0,"0.8571428571428571"
J81039,07,90,16,15,0,"0.9375"
J81039,08,117,7,4,0,"0.5714285714285714"
J81041,05,85,11,11,0,1
J81041,06,108,14,14,0,1
J81041,07,116,21,20,0,"0.9523809523809523"
J81041,08,89,17,15,0,"0.8823529411764706"
J81042,05,48,13,12,0,"0.9230769230769231"
J81042,06,67,10,10,0,1
J81042,07,53,6,4,0,"0.6666666666666666"
J81042,08,37,7,7,0,1
J81044,05,161,12,6,0,"0.5"
J81044,06,95,16,16,0,1
J81044,07,102,10,8,0,"0.8"
J81044,08,102,7,5,0,"0.7142857142857143"
J81045,05,85,16,15,0,"0.9375"
J81045,06,48,3,3,0,1
J81045,07,67,5,3,0,"0.6"
J81045,08,56,12,11,0,"0.9166666666666666"
J81046,05,68,10,6,0,"0.6"
J81046,06,65,12,8,0,"0.6666666666666666"
J81046,07,105,21,8,0,"0.38095238095238093"
J81046,08,58,22,7,0,"0.3181818181818182"
J81047,05,67,8,7,0,"0.875"
J81047,06,75,12,10,0,"0.8333333333333334"
J81047,07,77,10,8,0,"0.8"
J81047,08,68,13,8,0,"0.6153846153846154"
J81048,05,67,13,9,0,"0.6923076923076923"
J81048,06,47,6,4,0,"0.6666666666666666"
J81048,07,62,17,12,0,"0.7058823529411765"
J81048,08,71,27,14,0,"0.5185185185185185"
J81049,05,74,15,8,0,"0.5333333333333333"
J81049,06,51,4,3,0,"0.75"
J81049,07,71,9,6,0,"0.6666666666666666"
J81049,08,82,21,14,0,"0.6666666666666666"
J81051,05,70,19,0,0,0
J81051,06,61,15,3,0,"0.2"
J81051,07,103,26,15,0,"0.5769230769230769"
J81051,08,81,22,19,0,"0.8636363636363636"
J81052,05,65,7,5,0,"0.7142857142857143"
J81052,06,54,10,5,0,"0.5"
J81052,07,55,6,2,0,"0.3333333333333333"
J81052,08,47,15,12,0,"0.8"
J81053,05,35,10,3,0,"0.3"
J81053,06,34,6,3,0,"0.5"
J81053,07,20,5,0,0,0
J81053,08,36,9,6,0,"0.6666666666666666"
J81054,05,65,12,0,0,0
J81054,06,50,7,2,0,"0.2857142857142857"
J81054,07,89,36,14,0,"0.3888888888888889"
J81054,08,57,16,1,0,"0.0625"
J81056,05,61,17,17,0,1
J81056,06,88,18,15,0,"0.8333333333333334"
J81056,07,76,25,23,0,"0.92"
J81056,08,85,21,19,0,"0.9047619047619048"
J81057,05,40,14,3,0,"0.21428571428571427"
J81057,06,27,7,5,0,"0.7142857142857143"
J81057,07,46,18,12,0,"0.6666666666666666"
J81057,08,35,11,3,0,"0.2727272727272727"
J81058,05,69,24,22,0,"0.9166666666666666"
J81058,06,48,10,10,0,1
J81058,07,115,18,15,0,"0.8333333333333334"
J81058,08,78,8,3,0,"0.375"
J81059,05,75,56,51,1,"0.9285714285714286"
J81059,06,74,54,47,4,"0.9444444444444444"
J81059,07,62,37,28,5,"0.8918918918918919"
J81059,08,61,17,6,0,"0.35294117647058826"
J81061,05,34,26,21,3,"0.9230769230769231"
J81061,06,33,14,11,1,"0.8571428571428571"
J81061,07,58,7,5,0,"0.7142857142857143"
J81061,08,48,14,11,0,"0.7857142857142857"
J81062,05,136,24,8,0,"0.3333333333333333"
J81062,06,103,13,9,0,"0.6923076923076923"
J81062,07,105,10,8,0,"0.8"
J81062,08,86,16,6,0,"0.375"
J81064,05,39,12,10,0,"0.8333333333333334"
J81064,06,36,3,3,0,1
J81064,07,26,2,0,0,0
J81064,08,44,10,8,0,"0.8"
J81066,05,93,23,21,0,"0.9130434782608695"
J81066,06,54,8,8,0,1
J81066,07,64,12,12,0,1
J81066,08,62,10,2,0,"0.2"
J81067,05,51,38,37,1,1
J81067,06,35,6,2,0,"0.3333333333333333"
J81067,07,47,11,5,0,"0.45454545454545453"
J81067,08,72,18,9,0,"0.5"
J81068,05,41,6,6,0,1
J81068,06,40,1,0,0,0
J81068,07,47,1,0,0,0
J81068,08,33,11,11,0,1
J81069,05,51,6,6,0,1
J81070,05,63,8,5,0,"0.625"
J81070,06,50,9,9,0,1
J81070,07,75,7,6,0,"0.8571428571428571"
J81070,08,54,10,7,0,"0.7"
J81071,05,29,5,3,0,"0.6"
J81071,06,13,6,3,0,"0.5"
J81071,07,25,3,3,0,1
J81071,08,35,7,5,0,"0.7142857142857143"
J81072,05,153,24,19,0,"0.7916666666666666"
J81072,06,119,28,28,0,1
J81072,07,154,20,10,0,"0.5"
J81072,08,142,22,11,0,"0.5"
J81073,05,85,16,9,0,"0.5625"
J81073,06,75,10,8,0,"0.8"
J81073,07,104,19,11,0,"0.5789473684210527"
J81073,08,104,23,6,0,"0.2608695652173913"
J81074,05,12,5,2,0,"0.4"
J81074,06,16,4,3,0,"0.75"
J81074,07,21,8,6,0,"0.75"
J81074,08,27,10,3,0,"0.3"
J81075,05,52,10,10,0,1
J81075,06,49,13,13,0,1
J81075,07,43,7,5,0,"0.7142857142857143"
J81075,08,39,7,6,0,"0.8571428571428571"
J81076,05,46,18,12,0,"0.6666666666666666"
J81076,06,42,17,5,0,"0.29411764705882354"
J81076,07,38,13,3,0,"0.23076923076923078"
J81076,08,27,7,2,0,"0.2857142857142857"
J81077,05,32,7,6,0,"0.8571428571428571"
J81077,06,30,6,6,0,1
J81077,07,16,8,5,0,"0.625"
J81077,08,53,17,11,0,"0.6470588235294118"
J81078,05,19,5,5,0,1
J81078,06,15,10,5,0,"0.5"
J81078,07,112,60,33,0,"0.55"
J81078,08,90,33,19,0,"0.5757575757575758"
J81081,05,81,22,16,0,"0.7272727272727273"
J81081,06,72,23,15,0,"0.6521739130434783"
J81081,07,113,26,13,0,"0.5"
J81081,08,64,18,8,0,"0.4444444444444444"
J81082,05,41,9,5,0,"0.5555555555555556"
J81082,06,47,13,10,0,"0.7692307692307693"
J81082,07,42,17,12,0,"0.7058823529411765"
J81082,08,70,11,4,0,"0.36363636363636365"
J81083,05,15,9,1,0,"0.1111111111111111"
J81083,06,6,,0,0,
J81083,07,7,1,1,0,1
J81083,08,21,5,2,0,"0.4"
J81086,05,73,14,14,0,1
J81086,06,72,13,12,0,"0.9230769230769231"
J81086,07,67,19,18,0,"0.9473684210526315"
J81086,08,83,11,6,0,"0.5454545454545454"
J81087,05,52,3,0,0,0
J81087,06,68,4,0,0,0
J81087,07,48,6,0,0,0
J81087,08,48,4,0,0,0
J81609,05,21,5,4,0,"0.8"
J81609,06,18,8,8,0,1
J81609,07,33,10,9,0,"0.9"
J81609,08,15,6,4,0,"0.6666666666666666"
J81612,05,26,3,2,0,"0.6666666666666666"
J81612,06,35,13,13,0,1
J81612,07,27,3,3,0,1
J81612,08,17,3,3,0,1
J81613,05,57,12,11,0,"0.9166666666666666"
J81613,06,63,11,8,0,"0.7272727272727273"
J81613,07,53,15,15,0,1
J81613,08,54,8,6,0,"0.75"
J81616,05,21,15,13,1,"0.9333333333333333"
J81616,06,23,18,17,0,"0.9444444444444444"
J81616,07,34,24,17,3,"0.8333333333333334"
J81616,08,32,28,25,3,1
J81620,05,162,30,26,0,"0.8666666666666667"
J81620,06,163,51,36,0,"0.7058823529411765"
J81620,07,152,40,35,0,"0.875"
J81620,08,178,59,20,0,"0.3389830508474576"
J81621,05,66,19,12,0,"0.631578947368421"
J81621,06,84,18,14,0,"0.7777777777777778"
J81621,07,94,19,15,0,"0.7894736842105263"
J81621,08,69,9,8,0,"0.8888888888888888"
J81625,05,43,5,3,0,"0.6"
J81625,06,74,3,1,0,"0.3333333333333333"
J81625,07,76,7,4,0,"0.5714285714285714"
J81625,08,155,11,2,0,"0.18181818181818182"
J81626,05,60,8,5,0,"0.625"
J81626,06,39,11,9,0,"0.8181818181818182"
J81626,07,68,13,8,0,"0.6153846153846154"
J81626,08,42,11,10,0,"0.9090909090909091"
J81628,05,18,10,10,0,1
J81628,06,21,11,11,0,1
J81628,07,22,8,8,0,1
J81628,08,30,7,6,0,"0.8571428571428571"
J81631,05,7,3,2,0,"0.6666666666666666"
J81631,06,22,4,2,0,"0.5"
J81631,07,17,1,0,0,0
J81631,08,16,1,1,0,1
J81633,05,19,4,3,0,"0.75"
J81633,06,29,2,1,0,"0.5"
J81633,07,23,6,6,0,1
J81633,08,26,1,0,0,0
J81634,05,174,31,29,0,"0.9354838709677419"
J81634,06,234,38,28,0,"0.7368421052631579"
J81634,07,170,41,39,0,"0.9512195121951219"
J81634,08,223,34,32,0,"0.9411764705882353"
J81637,05,57,12,11,0,"0.9166666666666666"
J81637,06,44,7,6,0,"0.8571428571428571"
J81637,07,59,13,11,0,"0.8461538461538461"
J81637,08,42,8,6,0,"0.75"
J81644,05,30,20,18,1,"0.95"
J81644,06,27,16,8,5,"0.8125"
J81644,07,42,27,22,2,"0.8888888888888888"
J81644,08,15,9,8,0,"0.8888888888888888"
J81646,05,47,6,3,0,"0.5"
J81646,06,47,15,3,0,"0.2"
J81646,07,41,12,10,0,"0.8333333333333334"
J81646,08,55,20,18,0,"0.9"
J81647,05,16,7,6,0,"0.8571428571428571"
J81647,06,40,13,12,0,"0.9230769230769231"
J81647,07,51,16,14,0,"0.875"
J81647,08,33,20,19,0,"0.95"
J81648,05,47,2,2,0,1
J81648,06,28,2,1,0,"0.5"
J81648,07,23,5,2,0,"0.4"
J81648,08,27,4,4,0,1
J82001,05,65,22,22,0,1
J82001,06,56,13,12,0,"0.9230769230769231"
J82001,07,72,32,32,0,1
J82001,08,69,26,26,0,1
J82002,05,87,51,46,2,"0.9411764705882353"
J82002,06,113,93,79,14,1
J82002,07,103,71,65,4,"0.971830985915493"
J82002,08,131,88,78,8,"0.9772727272727273"
J82005,05,25,22,21,1,1
J82005,06,40,28,24,3,"0.9642857142857143"
J82005,07,22,18,13,4,"0.9444444444444444"
J82005,08,42,36,32,3,"0.9722222222222222"
J82006,05,105,86,80,4,"0.9767441860465116"
J82006,06,84,73,62,10,"0.9863013698630136"
J82006,07,130,96,80,15,"0.9895833333333334"
J82006,08,144,107,90,15,"0.9813084112149533"
J82007,05,77,27,21,0,"0.7777777777777778"
J82007,06,63,26,24,0,"0.9230769230769231"
J82007,07,65,31,28,0,"0.9032258064516129"
J82007,08,85,31,18,0,"0.5806451612903226"
J82008,05,74,51,48,1,"0.9607843137254902"
J82008,06,74,60,59,1,1
J82008,07,76,51,48,2,"0.9803921568627451"
J82008,08,45,34,31,1,"0.9411764705882353"
J82009,05,117,26,24,0,"0.9230769230769231"
J82009,06,88,54,51,0,"0.9444444444444444"
J82009,07,80,37,35,0,"0.9459459459459459"
J82009,08,93,47,45,0,"0.9574468085106383"
J82010,05,148,109,94,11,"0.963302752293578"
J82010,06,120,75,62,10,"0.96"
J82010,07,116,85,63,20,"0.9764705882352941"
J82010,08,116,92,78,10,"0.9565217391304348"
J82012,05,52,37,29,4,"0.8918918918918919"
J82012,06,86,56,47,7,"0.9642857142857143"
J82012,07,82,59,53,5,"0.9830508474576272"
J82012,08,93,79,68,8,"0.9620253164556962"
J82015,05,99,66,53,12,"0.9848484848484849"
J82015,06,49,30,24,4,"0.9333333333333333"
J82015,07,81,48,46,1,"0.9791666666666666"
J82015,08,91,66,57,7,"0.9696969696969697"
J82016,05,46,27,26,0,"0.9629629629629629"
J82016,06,64,38,30,8,1
J82016,07,55,29,25,2,"0.9310344827586207"
J82016,08,72,32,31,1,1
J82017,05,76,35,31,1,"0.9142857142857143"
J82017,06,61,35,33,2,1
J82017,07,94,41,34,7,1
J82017,08,68,43,36,7,1
J82018,05,146,101,94,7,1
J82018,06,148,93,84,3,"0.9354838709677419"
J82018,07,132,96,87,4,"0.9479166666666666"
J82018,08,119,78,61,3,"0.8205128205128205"
J82019,05,106,70,68,1,"0.9857142857142858"
J82019,06,82,64,58,5,"0.984375"
J82019,07,85,54,50,3,"0.9814814814814815"
J82019,08,96,77,73,2,"0.974025974025974"
J82020,05,35,15,15,0,1
J82020,06,40,12,12,0,1
J82020,07,22,14,13,1,1
J82020,08,56,36,35,0,"0.9722222222222222"
J82021,05,26,15,12,2,"0.9333333333333333"
J82021,06,53,36,35,0,"0.9722222222222222"
J82021,07,30,20,18,2,1
J82021,08,65,48,41,5,"0.9583333333333334"
J82022,05,80,23,20,0,"0.8695652173913043"
